question_id,system_type,response,retrieved_chunk_ids,response_time_seconds
Q048,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q048,S1,"Here's what I found in UMT resources:

It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C015;G23_C010,0.0024
Q048,S2,"Here's what I found from UMT resources:

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- Daily self-care practices can help manage stress and improve overall wellbeing. Effective strategies include getting regular sleep of 7-8 hours each night, eating nutritious meals, exercising regularly, maintaining good hygiene, spending time with friends, engaging in hobbies, and taking study breaks. Mindfulness and relaxation techniques like deep breathing can help calm anxiety in the moment. Creating a healthy daily routine with balance between work and rest is important for mental health. These basic wellness habits provide a foundation for managing academic stress.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C015;G23_C010,0.0028
Q049,S0,"Thank you for reaching out. For support at UMT Sialkot, contact **info@skt.umt.edu.pk** or call **+92 52 3241801**. The **Happiness Center** provides free counseling at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q049,S1,"Here's what I found in UMT resources:

Strong relationships and friendships are protective factors for mental health and wellbeing. Building and maintaining connections with peers classmates roommates and friends creates a support network. When you share your feelings with trusted friends and listen to theirs you both benefit. Knowing that others care about you and that you matter to your community reduces isolation and builds resilience. If you notice a friend seeming distressed encourage them to seek professional support from the Happiness Center.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C014,0.0022
Q049,S2,"Strong relationships and friendships are protective factors for mental health and wellbeing. Building and maintaining connections with peers classmates roommates and friends creates a support network. When you share your feelings with trusted friends and listen to theirs you both benefit. Knowing that others care about you and that you matter to your community reduces isolation and builds resilience. If you notice a friend seeming distressed encourage them to seek professional support from the Happiness Center.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C014,0.0021
Q050,S0,"Thank you for reaching out. For support at UMT Sialkot, contact **info@skt.umt.edu.pk** or call **+92 52 3241801**. The **Happiness Center** provides free counseling at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q050,S1,"Here's what I found in UMT resources:

Strong relationships and friendships are protective factors for mental health and wellbeing. Building and maintaining connections with peers classmates roommates and friends creates a support network. When you share your feelings with trusted friends and listen to theirs you both benefit. Knowing that others care about you and that you matter to your community reduces isolation and builds resilience. If you notice a friend seeming distressed encourage them to seek professional support from the Happiness Center.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C014;G23_C034;G23_C035,0.0021
Q050,S2,"Here's what I found from UMT resources:

- Strong relationships and friendships are protective factors for mental health and wellbeing. Building and maintaining connections with peers classmates roommates and friends creates a support network. When you share your feelings with trusted friends and listen to theirs you both benefit. Knowing that others care about you and that you matter to your community reduces isolation and builds resilience. If you notice a friend seeming distressed encourage them to seek professional support from the Happiness Center.

- at any time. 2 Academic Regulations and Policies 2.1 Academic Calendar An academic calendar shall be issued by the Office of the Registrar, containing the following information: i. Semester commencement dates ii. Fee payment dates iii. Semester end dates iv. Final exam week v. Result notification dates vi. Holidays during the semester The participants are required to adhere to the academic calendar as mentioned above. This calendar is available at the web page of the Office of the Registrar 2.2 Schedule of Semesters There are two regular semesters in an academic year, i.e., Fall and Spring. Each semester consists of a total of 18 weeks, 16 weeks for teaching and two weeks for examinations. The University may offer Summer session comprising eight weeks. Decision to offer the Summer session is at the discretion of the University. 2.3 Credit Hour 2.3.1 A “Credit Hour” is the unit of measuring educational credit,

- usually based on the number of contact hours per week during a semester. Each three-credit hour course will consist of 45 contact hours in a semester, calculated as 3 hours per week for 15 teaching weeks (3 hours/week * 15 weeks = 45 hours). P art i ci pant s ’ H andbook Page 1

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C014;G23_C034;G23_C035,0.0026
Q051,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q051,S1,"Here's what I found in UMT resources:

The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C015;G23_C007;G23_C010,0.0024
Q051,S2,"Here's what I found from UMT resources:

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

- Daily self-care practices can help manage stress and improve overall wellbeing. Effective strategies include getting regular sleep of 7-8 hours each night, eating nutritious meals, exercising regularly, maintaining good hygiene, spending time with friends, engaging in hobbies, and taking study breaks. Mindfulness and relaxation techniques like deep breathing can help calm anxiety in the moment. Creating a healthy daily routine with balance between work and rest is important for mental health. These basic wellness habits provide a foundation for managing academic stress.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C015;G23_C007;G23_C010,0.0026
Q052,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q052,S1,"Here's what I found in UMT resources:

It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C015;G23_C017,0.0021
Q052,S2,"Here's what I found from UMT resources:

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- The 2025-26 academic calendar shows that this is peak exam season with final exams in June and summer session starting July 27. Planning your study schedule using the calendar is essential to reduce stress and avoid last-minute panic. Break your exam preparation into manageable daily tasks starting weeks in advance. Balance study time with breaks meals sleep and physical activity. Create a realistic schedule that accounts for multiple exams and deadlines. The Happiness Center can help you develop effective time management and study strategies during this critical period. Contact cc.center@umt.edu.pk to discuss exam preparation planning.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C015;G23_C017,0.0026
Q053,S0,"Thank you for reaching out. For support at UMT Sialkot, contact **info@skt.umt.edu.pk** or call **+92 52 3241801**. The **Happiness Center** provides free counseling at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q053,S1,"Here's what I found in UMT resources:

Daily self-care practices can help manage stress and improve overall wellbeing. Effective strategies include getting regular sleep of 7-8 hours each night, eating nutritious meals, exercising regularly, maintaining good hygiene, spending time with friends, engaging in hobbies, and taking study breaks. Mindfulness and relaxation techniques like deep breathing can help calm anxiety in the moment. Creating a healthy daily routine with balance between work and rest is important for mental health. These basic wellness habits provide a foundation for managing academic stress.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C010;G23_C087;G23_C040,0.0021
Q053,S2,"Here's what I found from UMT resources:

- Daily self-care practices can help manage stress and improve overall wellbeing. Effective strategies include getting regular sleep of 7-8 hours each night, eating nutritious meals, exercising regularly, maintaining good hygiene, spending time with friends, engaging in hobbies, and taking study breaks. Mindfulness and relaxation techniques like deep breathing can help calm anxiety in the moment. Creating a healthy daily routine with balance between work and rest is important for mental health. These basic wellness habits provide a foundation for managing academic stress.

- The waiver will be applicable only if there are outstanding dues after deduction of the amount of waiver • In case of fee defaulter at the time of announcement, the waiver will be cancelled. • The waiver of Fall semester will be adjusted in the quarterly fee of June and Spring semester in the quarterly fee of December respectively. • The results declared on time will be considered for these awards. Late submission of results will not be considered. 5.2 Dean’s Merit Award for Undergraduate and Master Programs only (16 years of education) Dean's Merit Award is given to the participants earning Semester GPA of 3.70/4.00 or above (for MBA professional Semester GPA is 3.80/ 4.00 or above) and fulfill the following conditions: • There should be no “F"", “SA”, “W” grade or repeat course(s). • The participant is required to take full load of courses according to the approved

- semester is optional, and participants who choose to do so will not be eligible for any relaxation in course load or the maximum time limit set for degree completion. If a participant needs to freeze a semester after the add/drop period, the application will only be accepted before the midterm examinations and must be based on medical emergencies certified by the University Medical Officer. The application must be submitted to PRS, and a processing fee will apply. After the maximum semester freeze duration, the participant shall rejoin, register for courses and continue his/her studies. However, in case of failure to do so, the admission shall be cancelled automatically without any prior information/intimation. Re-admission fee shall be applicable to those students who will miss two consecutive semesters without taking the formal approval. i.e., semester freeze request. In addition, this fee will also apply to those who apply for re- admission in

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C010;G23_C087;G23_C040,0.0026
Q054,S0,"**Final Exams run June 29 – July 11, 2026.** For exam stress, the **Happiness Center** is available at cc.center@umt.edu.pk. The **Library** is open until 9pm for exam prep.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q054,S1,"Here's what I found in UMT resources:

The 2025-26 academic calendar shows that this is peak exam season with final exams in June and summer session starting July 27. Planning your study schedule using the calendar is essential to reduce stress and avoid last-minute panic. Break your exam preparation into manageable daily tasks starting weeks in advance. Balance study time with breaks meals sleep and physical activity. Create a realistic schedule that accounts for multiple exams and deadlines. The Happiness Center can help you develop effective time management and study strategies during this critical period. Contact cc.center@umt.edu.pk to discuss exam preparation planning.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C017;G23_C018;G23_C015,0.0022
Q054,S2,"Here's what I found from UMT resources:

- The 2025-26 academic calendar shows that this is peak exam season with final exams in June and summer session starting July 27. Planning your study schedule using the calendar is essential to reduce stress and avoid last-minute panic. Break your exam preparation into manageable daily tasks starting weeks in advance. Balance study time with breaks meals sleep and physical activity. Create a realistic schedule that accounts for multiple exams and deadlines. The Happiness Center can help you develop effective time management and study strategies during this critical period. Contact cc.center@umt.edu.pk to discuss exam preparation planning.

- Maintaining healthy sleep is crucial during exam season but anxiety often disrupts sleep patterns. Sleep deprivation reduces concentration memory and problem-solving ability making exams harder. During peak stress periods aim for 7-8 hours of sleep even if you feel you don't have time. This sleep improves your study effectiveness more than extra study hours without sleep. Effective strategies include establishing a bedtime routine limiting screen time before bed exercising during the day and avoiding caffeine late in the day. If exam anxiety is severely disrupting your sleep contact the Happiness Center at cc.center@umt.edu.pk or visit the healthcare clinic for guidance.

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C017;G23_C018;G23_C015,0.0026
Q055,S0,"Thank you for reaching out. For support at UMT Sialkot, contact **info@skt.umt.edu.pk** or call **+92 52 3241801**. The **Happiness Center** provides free counseling at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q055,S1,"Here's what I found in UMT resources:

UMT Sialkot City Campus is located at 21-A Small Industrial Estate Shahabpura Road Sialkot. You can reach the campus by phone at +92 52 3241801 through 3241807 for general inquiries. Email: info@skt.umt.edu.pk. This campus houses administrative and academic offices. For student support services including counseling academic help or enrollment queries this is the main contact for UMT Sialkot. Students can walk in to any support office or contact them by phone or email during working hours.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C021;G23_C022;G23_C009,0.0022
Q055,S2,"Here's what I found from UMT resources:

- UMT Sialkot City Campus is located at 21-A Small Industrial Estate Shahabpura Road Sialkot. You can reach the campus by phone at +92 52 3241801 through 3241807 for general inquiries. Email: info@skt.umt.edu.pk. This campus houses administrative and academic offices. For student support services including counseling academic help or enrollment queries this is the main contact for UMT Sialkot. Students can walk in to any support office or contact them by phone or email during working hours.

- UMT Sialkot Iqbal Campus is located at 2-KM Daska Road Sialkot. Contact by phone at +92 52 3575234 through 3575236 for inquiries. Email: info@skt.umt.edu.pk. This campus is one of two UMT Sialkot campus locations. For support services counseling health center and administrative help students should reach out by phone or email. If you are unsure which campus your office is at email info@skt.umt.edu.pk to be directed to the right department.

- Participation in campus clubs organizations and activities is important for personal growth and building community connections. Being part of student organizations can help reduce stress build friendships and develop leadership skills. UMT has clubs covering academics sports arts culture and spirituality. These activities provide structured time with peers and mentors who can provide informal support and encouragement. Clubs also provide opportunities to develop skills and confidence in a supportive environment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C021;G23_C022;G23_C009,0.0026
Q056,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q056,S1,"Here's what I found in UMT resources:

If you are experiencing a mental health crisis or thoughts of self-harm crisis support is available. The Office of Safety Security and Vigilance (OSS&V) can provide immediate support for serious situations. Emergency medical services can be reached at 15 or 1122. In crisis situations immediate professional support is needed not delayed. Do not isolate yourself. Tell someone you trust what you are experiencing. Reaching out is the most important first step when facing a serious mental health emergency.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C011;G23_C012;G23_C007,0.0021
Q056,S2,"Here's what I found from UMT resources:

- If you are experiencing a mental health crisis or thoughts of self-harm crisis support is available. The Office of Safety Security and Vigilance (OSS&V) can provide immediate support for serious situations. Emergency medical services can be reached at 15 or 1122. In crisis situations immediate professional support is needed not delayed. Do not isolate yourself. Tell someone you trust what you are experiencing. Reaching out is the most important first step when facing a serious mental health emergency.

- The on-campus healthcare clinic offers preventive health services including health screenings and wellness assessments. Regular check-ups can help identify health issues early and maintain overall wellbeing. The healthcare staff can provide guidance on nutrition exercise sleep and stress management. They can also provide information on managing minor health concerns and preventing common student health issues like cold and flu. Preventive care helps you stay healthy and catch problems before they become serious.

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C011;G23_C012;G23_C007,0.0026
Q057,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q057,S1,"Here's what I found in UMT resources:

Strong relationships and friendships are protective factors for mental health and wellbeing. Building and maintaining connections with peers classmates roommates and friends creates a support network. When you share your feelings with trusted friends and listen to theirs you both benefit. Knowing that others care about you and that you matter to your community reduces isolation and builds resilience. If you notice a friend seeming distressed encourage them to seek professional support from the Happiness Center.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C014,0.0021
Q057,S2,"Strong relationships and friendships are protective factors for mental health and wellbeing. Building and maintaining connections with peers classmates roommates and friends creates a support network. When you share your feelings with trusted friends and listen to theirs you both benefit. Knowing that others care about you and that you matter to your community reduces isolation and builds resilience. If you notice a friend seeming distressed encourage them to seek professional support from the Happiness Center.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C014,0.0020
Q058,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0007
Q058,S1,"Here's what I found in UMT resources:

The Happiness Center employs a Happiness Coach who provides personal coaching and mentoring. Shaheen Firdous works as a Happiness Coach at UMT Level 2, Bank Building, OPA Campus. The coach provides one-on-one sessions to help students with goal-setting, motivation, and personal development. Sessions focus on building resilience, managing challenges, and developing healthy habits. You can contact the Happiness Center to request to work with the coach or speak with any of the professional counselors.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C006;G23_C007;G23_C029,0.0020
Q058,S2,"Here's what I found from UMT resources:

- The Happiness Center employs a Happiness Coach who provides personal coaching and mentoring. Shaheen Firdous works as a Happiness Coach at UMT Level 2, Bank Building, OPA Campus. The coach provides one-on-one sessions to help students with goal-setting, motivation, and personal development. Sessions focus on building resilience, managing challenges, and developing healthy habits. You can contact the Happiness Center to request to work with the coach or speak with any of the professional counselors.

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

- 15.4 300MB Secure Data Storage ...................................................................................................................44 15.5 Low-Cost Laser Printing .........................................................................................................................44 15.6 Wi-Fi (Wireless Connectivity) ................................................................................................................44 15.7 Software Applications and Development tools .......................................................................................44 15.8 IPC Rules and Policies ............................................................................................................................45 15.9 Web Browsing Policy..............................................................................................................................45 15.9.1 Purpose .............................................................................................................................................................. 45 15.9.2 Policy ................................................................................................................................................................. 46 15.9.3 Penalty for Abuse .............................................................................................................................................. 46 15.9.4 Unauthorized Use of Computer or Electronic Communication Devices .......................................................... 46 15.10 Participant Moodle Account....................................................................................................................47 16 Learning Resource Center (LRC) 48 16.1 Information and Orientation Sessions .....................................................................................................48 16.2 Timing and Access ..................................................................................................................................48 16.3 General Rules ..........................................................................................................................................48 16.4 Borrowing Rules .....................................................................................................................................49 16.5 Library Fines ...........................................................................................................................................49 17 Participant Grievance Procedure 49 18 Relationship between Participant and Faculty/Staff: 51 18.1 Sexual Misconduct ..................................................................................................................................52 19 On-Campus Participant Counseling Service: 52 19.1 Happiness Center.....................................................................................................................................52 19.2 Happiness Coach .....................................................................................................................................53 20 Tarbiyah Department: 53 21 Emergency Communications: 54 21.1 Emergency Phone Numbers/Helplines: ..................................................................................................54 21.2 Report Suspicious Activity .....................................................................................................................54 21.3 Lockdown Procedures: ............................................................................................................................54 22 Dining/Cafeteria Services 55 23 Bookstore/Photocopying Services 55

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C006;G23_C007;G23_C029,0.0028
Q059,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0010
Q059,S1,"Here's what I found in UMT resources:

The Happiness Center employs a Happiness Coach who provides personal coaching and mentoring. Shaheen Firdous works as a Happiness Coach at UMT Level 2, Bank Building, OPA Campus. The coach provides one-on-one sessions to help students with goal-setting, motivation, and personal development. Sessions focus on building resilience, managing challenges, and developing healthy habits. You can contact the Happiness Center to request to work with the coach or speak with any of the professional counselors.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C006;G23_C029,0.0021
